id,delivery_person_age,delivery_person_ratings,restaurant_latitude,restaurant_longitude,delivery_location_latitude,delivery_location_longitude,time_order_picked,weather_conditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city,time_taken (min)
0x4e08,26.0,4.7,13.064181,80.236442,13.084181,80.256442,11:40,Sandstorms,High,0,Snack,motorcycle,1.0,No,Urban,28
0x4ec7,31.0,4.7,22.753839,75.897429,22.813838,75.957429,19:50,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26
0x28c3,28.0,4.9,12.986047,80.218114,13.056047,80.288114,23:55,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27
0x2e95,37.0,4.7,22.751857,75.866699,22.781857,75.896699,19:35,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,16
0x4708,37.0,4.8,13.045479,80.23311,13.135479,80.32311,23:20,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,21
0x5c29,21.0,4.7,22.744648,75.894377,22.764648,75.914377,0.375,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,15
0x35cf,31.0,4.8,13.066762,80.251865,13.106762,80.291865,15:45,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17
0x3271,20.0,4.9,18.51421,73.838429,18.56421,73.888429,18:15,Sunny,Medium,1,Snack,scooter,1.0,No,,11
0x7331,36.0,4.8,23.354422,85.3329,23.424422,85.4029,21:35,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25
0x8bf8,24.0,4.9,23.374878,85.335739,23.484878,85.445739,19:25,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42
0x1b00,22.0,4.8,22.727021,75.884167,22.737021,75.894167,09:30,Fog,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,18
0xaaaa,33.0,3.6,19.1093,72.825451,19.2393,72.955451,23:35,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37
0xada6,37.0,4.1,11.025083,77.015393,11.115083,77.105393,22:35,Fog,Low,2,Buffet,electric_scooter,1.0,No,Urban,31
0x8a07,25.0,4.7,18.636215,73.751081,18.726215,73.841081,20:05,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,30
0xbd58,27.0,4.3,22.725835,75.887648,22.805835,75.967648,18:30,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31
0xdb63,28.0,4.9,25.457116,81.859682,25.467116,81.869682,10:35,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21
0x8978,31.0,4.6,22.311844,73.165081,22.331844,73.185081,09:55,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26
0xb46a,25.0,5.0,26.921411,75.793604,26.991411,75.863604,20:15,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,39
0x55c2,30.0,4.6,22.310526,73.170937,22.440526,73.300937,23:35,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28
0x2c99,28.0,4.1,19.091458,72.827808,19.161458,72.897808,20:35,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,39
0x25a2,33.0,4.8,26.913726,75.75282,26.923726,75.762821,08:50,Windy,Low,2,Meal,scooter,1.0,No,Urban,23
0x64b0,27.0,4.7,17.458998,78.500366,17.568998,78.610366,19:25,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,18
0x27d1,22.0,4.8,12.906229,77.596791,13.016229,77.706791,0.791666667,Sunny,Medium,2,Meal,scooter,0.0,No,,12
0x4bc9,23.0,4.7,12.935662,77.61413,13.005662,77.68413,23:50,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,19
0x98f1,30.0,4.1,21.175975,72.795503,21.255975,72.875503,24:05:00,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,35
0x6b8e,35.0,4.9,17.430448,78.418213,17.510448,78.498213,20:15,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35
0x8fbc,26.0,4.2,12.981615,80.231598,12.991615,80.241598,09:20,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24
0x784e,21.0,4.8,22.722634,75.886959,22.782634,75.946959,0.791666667,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,21
0x98e0,37.0,4.8,11.021278,76.995017,11.101278,77.075017,21:45,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27
0xdd45,31.0,4.2,30.890184,75.829615,30.900184,75.839615,11:45,Sandstorms,High,0,Meal,motorcycle,2.0,No,Metropolitian,33
0x57ac,37.0,4.8,21.149834,72.778666,21.219834,72.848666,21:20,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,21
0xc8b0,27.0,4.9,25.454697,81.834492,25.504697,81.884492,18:20,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,14
0xc51e,38.0,4.9,30.327968,78.046106,30.367968,78.086106,15:40,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,18
0xaf4c,38.0,4.8,12.972532,77.608179,13.022532,77.658179,0.75,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15
0xb3b4,20.0,4.7,12.972532,77.608179,12.992532,77.628179,11:25,Fog,High,1,Drinks,scooter,1.0,No,Urban,28
0x30ca,25.0,4.6,26.849596,75.800512,26.869596,75.820512,11:55,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,30
0x6e20,20.0,4.8,12.325461,76.632278,12.365461,76.672278,15:50,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15
0x67b8,34.0,4.7,19.055831,72.833984,19.125831,72.903984,23:10,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21
0x43a3,27.0,4.9,18.516216,73.842527,18.526216,73.852527,09:30,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,24
0xae8c,35.0,4.1,13.091809,80.219104,13.111809,80.239104,09:45,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29
0x28ef,39.0,4.6,12.310972,76.659264,12.390972,76.739264,0.958333333,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,28
0x9d8b,21.0,4.8,12.323194,76.630583,12.363194,76.670583,15:20,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22
0xb71b,31.0,4.8,22.31279,73.170283,22.32279,73.180283,09:30,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15
0x4a5f,30.0,4.7,21.186438,72.794115,21.196438,72.804115,11:10,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23
0x7f8a,32.0,4.5,12.972793,80.249982,13.062793,80.339982,22:25,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24
0x69bd,29.0,4.8,21.157729,72.768726,21.247729,72.858726,23:40,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20
0xce8a,20.0,5.0,15.49395,73.827423,15.57395,73.907423,20:45,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,36
0xcb57,32.0,4.5,19.878028,75.317475,19.918028,75.357475,13:10,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,25
0xc9a8,32.0,4.9,25.454648,81.834502,25.494648,81.874502,14:30,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,23
0x3b65,33.0,4.2,21.186608,72.794136,21.216608,72.824136,23:35,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,31
0x7d91,27.0,4.8,26.910262,75.783013,27.000262,75.873013,23:50,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,10
0xb52b,24.0,4.9,17.451976,78.385883,17.511976,78.445883,23:55,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,16
0x630b,31.0,5.0,12.934365,77.616155,13.044365,77.726155,19:50,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,26
0x4b79,24.0,4.4,22.311844,73.165081,22.371844,73.225081,1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18
0x45b8,22.0,4.5,17.450851,78.379347,17.510851,78.439347,17:40,Windy,Medium,2,Snack,motorcycle,1.0,No,Urban,27
0x90df,32.0,4.6,13.045479,80.23311,13.105479,80.29311,23:10,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Urban,18
0x952f,33.0,4.3,26.911927,75.797282,27.001927,75.887282,20:05,Cloudy,Jam,1,Meal,scooter,2.0,No,Urban,38
0x8e69,38.0,4.7,21.157729,72.768726,21.177729,72.788726,10:55,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,28
0x9bd5,35.0,4.1,18.520016,73.830547,18.560016,73.870547,13:15,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,31
0x95d2,32.0,4.8,11.022169,76.999594,11.052169,77.029594,22:45,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,28
0xb98e,37.0,4.4,12.970221,77.645396,12.980221,77.655396,11:55,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,42
0x8ac8,32.0,4.3,26.913987,75.752891,26.983987,75.822891,22:05,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,42
0x83a0,27.0,5.0,18.593481,73.785901,18.673481,73.865901,0.875,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39
0xbace,22.0,4.6,13.022394,80.242439,13.082394,80.302439,17:30,Stormy,Medium,2,Meal,scooter,1.0,No,,20
0xaa98,28.0,4.8,12.98041,77.640489,13.06041,77.720489,19:40,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,40
0x403b,22.0,4.9,22.751234,75.88949,22.861234,75.99949,23:05,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,25
0x2435,39.0,4.9,17.433809,78.386744,17.453809,78.406744,08:20,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,18
0x68e1,37.0,4.2,11.003669,76.976494,11.133669,77.106494,18:55,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,45
0x8aba,21.0,4.6,22.732225,75.874765,22.772225,75.914765,14:05,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,21
0x9639,30.0,3.6,12.337978,76.616792,12.407978,76.686792,21:25,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,36
0x8679,31.0,4.9,26.921411,75.793604,27.051411,75.923604,0.958333333,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20
0xad5e,33.0,4.5,12.986047,80.218114,13.116047,80.348114,17:55,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26
0xe1d8,20.0,5.0,26.483672,80.320708,26.623672,80.460708,21:10,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38
0x6493,36.0,4.0,11.026117,76.944652,11.076117,76.994652,19:30,Sandstorms,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,42
0x2914,37.0,4.6,18.536562,73.896485,18.576562,73.936485,15:55,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17
0x9ed3,29.0,5.0,26.914142,75.805704,26.994142,75.885704,20:20,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36
0x51e7,38.0,4.5,22.751857,75.866699,22.861857,75.976699,23:35,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,16
0xcb4f,39.0,4.1,23.233219,77.433571,23.313219,77.513571,22:05,Fog,Jam,2,Drinks,scooter,2.0,No,Metropolitian,43
0xb78,28.0,5.0,18.53408,73.89852,18.56408,73.92852,18:05,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,29
0xb4d6,24.0,4.9,23.374989,85.335486,23.424989,85.385486,19:15,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,20
0xb509,31.0,4.1,21.149569,72.772697,21.259569,72.882697,17:25,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,37
0x3b0f,25.0,4.6,23.351489,85.324253,23.481489,85.454253,18:50,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28
0x1f37,33.0,4.7,12.98041,77.640489,13.02041,77.680489,16:30,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,28
0xa44c,28.0,4.7,26.902908,75.792934,27.042908,75.932934,20:15,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39
0xbf43,,,26.463504,80.372929,26.543504,80.452929,20:15,Sandstorms,Jam,2,Buffet,motorcycle,,No,Metropolitian,25
0x737e,20.0,4.8,11.001852,76.976268,11.111852,77.086268,20:55,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28
0x4b58,39.0,4.5,23.353783,85.326967,23.413783,85.386967,24:10:00,Windy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,20
0x6951,38.0,5.0,21.17106,72.789292,21.25106,72.869292,23:25,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,21
0x7287,37.0,4.9,21.149669,72.772629,21.189669,72.812629,16:10,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Urban,33
0xc08d,33.0,4.8,-26.47,80.35,26.52,80.4,19:35,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17
0xe244,31.0,4.8,15.576683,73.75575,15.706683,73.88575,18:15,Cloudy,Medium,0,Buffet,motorcycle,,No,Metropolitian,40
0x850e,21.0,4.8,22.745049,75.892471,22.765049,75.912471,10:50,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15
0x7d11,29.0,4.8,0.0,0.0,0.13,0.13,19:50,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,21
0x2765,23.0,5.0,21.183434,72.814492,21.193434,72.824492,11:25,Sunny,High,2,Drinks,scooter,1.0,No,Urban,14
0xc401,25.0,4.6,30.893081,75.821495,30.943081,75.871495,24:05:00,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,12
0x2109,24.0,4.5,12.978453,77.643685,13.028453,77.693685,18:05,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,29
0x68a7,31.0,4.6,11.022298,76.998349,11.092298,77.068349,22:40,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,22
0x62b1,25.0,5.0,19.055831,72.833984,19.145831,72.923984,19:15,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27
0x2af6,30.0,4.6,26.90294,75.793007,26.94294,75.833007,15:10,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,32
0x595c,32.0,4.9,23.351058,85.325731,23.431058,85.405731,21:25,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28
0x8f1f,34.0,5.0,12.352058,76.60665,12.382058,76.63665,19:30,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30
0x13fa,26.0,4.6,23.359033,85.325347,23.429033,85.395347,18:05,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,32
0x7ae3,39.0,4.9,11.000762,76.981876,11.020762,77.001876,08:25,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21
0x244c,23.0,4.7,22.307898,73.167788,22.367898,73.227788,0.75,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,27
0x60c5,20.0,4.8,10.994136,76.963303,11.104136,77.073303,20:25,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,20
0x947f,24.0,4.6,11.003008,76.97544,11.043008,77.01544,0.708333333,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26
0xad44,22.0,4.6,0.0,0.0,0.05,0.05,17:15,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,12
0x5de1,36.0,4.9,21.173493,72.801953,21.233493,72.861953,17:30,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,16
0x33df,30.0,4.6,18.53408,73.89852,18.56408,73.92852,18:30,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,20
0x3fa0,28.0,4.6,13.091809,80.219104,13.111809,80.239104,11:15,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,19
0x1b57,,,22.725835,75.887648,22.775835,75.937648,23:55,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,15
0x916e,37.0,4.8,12.284747,76.625861,12.294747,76.635861,11:45,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,34
0x54bf,36.0,4.6,23.354422,85.3329,23.374422,85.3529,10:10,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25
0x7813,25.0,4.6,18.53408,73.89852,18.57408,73.93852,14:05,Stormy,High,2,Meal,scooter,1.0,No,Urban,27
0x15fa,31.0,4.4,13.058616,80.264151,13.148616,80.354151,20:45,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,40
0xa38d,28.0,4.6,22.751857,75.866699,22.761857,75.876699,11:50,Fog,High,0,Snack,motorcycle,1.0,No,Urban,20
0xc10e,,,27.160832,78.011608,27.200832,78.051608,16:15,,,3,Snack,scooter,1.0,No,Metropolitian,28
0x9297,27.0,5.0,22.728163,75.884212,22.818163,75.974212,20:15,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31
0xa100,29.0,5.0,11.022169,76.999594,11.052169,77.029594,20:10,Fog,Jam,2,Snack,scooter,1.0,No,Urban,23
0x11e1,38.0,4.5,12.935662,77.61413,12.955662,77.63413,10:25,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,25
0x29e5,21.0,4.9,22.751857,75.866699,22.761857,75.876699,08:55,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,19
0x4239,32.0,5.0,13.005801,80.250744,13.045801,80.290744,14:10,Sandstorms,High,1,Drinks,scooter,1.0,No,Urban,32
0x8322,35.0,4.1,12.310972,76.659264,12.420972,76.769264,17:35,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46
0x55be,30.0,4.7,26.913987,75.752891,26.933987,75.772891,11:30,Windy,High,1,Drinks,scooter,0.0,No,Metropolitian,34
0x5e02,32.0,4.7,17.424114,78.347554,17.454114,78.377554,17:35,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16
0x23b8,34.0,4.5,0.0,0.0,0.08,0.08,19:40,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,44
0xd4f2,32.0,4.6,30.893244,75.821817,30.953244,75.881817,17:25,Stormy,Medium,1,Drinks,scooter,0.0,No,Urban,28
0x6a6f,23.0,4.6,26.911378,75.789034,26.981378,75.859034,18:35,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,22
0x8111,23.0,4.9,17.426228,78.407495,17.466228,78.447495,12:40,Sandstorms,High,2,Buffet,scooter,1.0,No,Urban,13
0x8f0a,29.0,4.8,21.173343,72.792731,21.263343,72.882731,17:30,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24
0x3877,26.0,4.6,17.458998,78.500366,17.588998,78.630366,19:15,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38
0x1394,,,22.311603,73.165012,22.341603,73.195012,0.958333333,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15
0xbf1,20.0,4.9,22.761593,75.886362,22.781593,75.906362,09:05,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,15
0xa075,21.0,4.5,22.695207,75.866059,22.735207,75.906059,14:05,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,19
0x7067,29.0,4.6,22.745536,75.893106,22.825536,75.973106,23:45,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,13
0x3656,34.0,4.9,18.543626,73.905101,18.573626,73.935101,18:35,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Urban,25
0x26b0,33.0,4.7,21.183434,72.814492,21.193434,72.824492,10:45,Stormy,Low,1,Meal,scooter,1.0,No,,24
0xd186,25.0,5.0,25.454697,81.834492,25.564697,81.944492,17:55,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,26
0xcff8,37.0,3.9,23.214294,77.435361,23.324294,77.545361,22:55,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,35
0x1c76,32.0,4.4,12.337928,76.617889,12.447928,76.727889,20:15,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,35
0x1f48,24.0,4.8,19.103249,72.846749,19.123249,72.866749,08:50,Fog,Low,2,Snack,motorcycle,0.0,No,Urban,16
0x84d9,32.0,4.7,19.207222,72.972281,19.337222,73.102281,24:15:00,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19
0x2169,22.0,4.4,17.411028,78.329645,17.451028,78.369645,15:05,Stormy,High,0,Drinks,motorcycle,1.0,Yes,Urban,39
0x3399,22.0,4.7,22.761226,75.887522,22.781226,75.907522,09:40,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,11
0x5ee6,20.0,4.8,17.431477,78.40035,17.471477,78.44035,15:25,Windy,Medium,2,Snack,scooter,,No,Metropolitian,21
0xbb50,26.0,5.0,12.299524,76.64262,12.309524,76.65262,11:15,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,17
0xab50,33.0,4.9,18.53408,73.89852,18.61408,73.97852,21:50,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,27
0xc877,25.0,4.8,25.450317,81.831681,25.490317,81.871681,15:55,Stormy,Medium,2,Meal,motorcycle,0.0,No,Urban,22
0x193c,36.0,4.9,22.760072,75.892574,22.840072,75.972574,23:30,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,24
0xb310,31.0,4.9,12.970324,77.645748,13.030324,77.705748,18:05,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36
0xb5ba,30.0,4.0,21.183434,72.814492,21.293434,72.924492,20:50,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,34
0xc211,39.0,5.0,15.303897,73.914336,15.433897,74.044336,19:40,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,42
0x3456,36.0,4.9,23.354422,85.3329,23.414422,85.3929,18:30,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,17
0x9401,26.0,4.6,12.970324,77.645748,13.000324,77.675748,20:45,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,26
0x3d82,21.0,4.9,26.905287,75.794592,26.925287,75.814592,09:20,Sunny,Low,1,Meal,scooter,1.0,No,Urban,18
0x945d,29.0,4.5,11.003681,76.975525,11.063681,77.035525,18:50,Fog,Medium,2,Buffet,scooter,,No,Metropolitian,13
0xcc16,36.0,4.6,30.895204,75.822103,31.035204,75.962103,17:30,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40
0xd172,23.0,4.8,0.0,0.0,0.11,0.11,19:35,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,20
0x78a6,20.0,5.0,19.221315,72.862381,19.301315,72.942381,21:40,Fog,Jam,0,Snack,motorcycle,0.0,No,Urban,41
0xa893,32.0,4.8,11.025083,77.015393,11.035083,77.025393,09:50,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,19
0xe041,20.0,4.6,0.0,0.0,0.01,0.01,10:05,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,17
0xbb44,27.0,4.7,22.310526,73.170937,22.350526,73.210937,14:45,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24
0x9b48,30.0,5.0,22.732225,75.874765,22.772225,75.914765,13:50,Windy,High,1,Snack,motorcycle,0.0,No,Metropolitian,25
0xd0a4,25.0,4.7,0.0,0.0,0.09,0.09,19:50,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,26
0xa2cb,21.0,4.7,23.359033,85.325347,23.369033,85.335347,11:05,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,16
0x7e12,24.0,4.7,23.359194,85.325447,23.409194,85.375447,20:10,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26
0x522b,34.0,4.9,13.091809,80.219104,13.161809,80.289104,20:30,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,44
0x4d67,22.0,4.4,19.1813,72.836191,19.2413,72.896191,1,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,17
0xa940,22.0,4.7,12.933298,77.614293,13.023298,77.704293,20:30,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24
0xb28f,36.0,4.9,17.429585,78.392621,17.489585,78.452621,18:10,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,34
0x256d,30.0,5.0,17.430448,78.418213,17.540448,78.528213,19:25,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,41
0x7ec2,29.0,4.6,23.359033,85.325347,23.449033,85.415347,20:25,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,20
0x8f5e,23.0,4.6,19.131141,72.813074,19.181141,72.863074,21:30,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26
0x15fe,36.0,4.2,12.304569,76.643622,12.364569,76.703622,21:50,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,35
0xe0e2,36.0,4.9,26.483672,80.320708,26.493672,80.330708,10:40,Sunny,Low,1,Buffet,scooter,,No,Metropolitian,18
0xad8,26.0,4.7,18.543626,73.905101,18.603626,73.965101,23:35,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16
0x7c01,25.0,4.9,12.326356,76.619103,12.436356,76.729103,22:25,Windy,Low,2,Buffet,scooter,1.0,No,,13
0xa6bd,22.0,4.9,18.592718,73.773572,18.622718,73.803572,17:55,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,29
0xaeff,26.0,4.9,19.221315,72.862381,19.301315,72.942381,23:05,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,19
0x95b,,,17.458998,78.500366,17.478998,78.520366,12:10,Sandstorms,High,0,Drinks,motorcycle,2.0,No,Metropolitian,49
0x5c2a,21.0,5.0,26.913726,75.75282,26.943726,75.78282,17:15,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,12
0xa7ab,34.0,4.4,0.0,0.0,0.13,0.13,20:05,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,41
0x2974,,,0.0,0.0,0.11,0.11,21:05,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28
0xdbef,35.0,4.9,9.979186,76.317361,10.049186,76.387361,18:55,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Metropolitian,43
0x4832,33.0,4.9,17.411028,78.329645,17.471028,78.389645,0.791666667,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29
0xbae6,36.0,4.2,26.914142,75.805704,26.924142,75.815704,08:40,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22
0x5869,37.0,4.9,11.025083,77.015393,11.155083,77.145393,19:30,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,53
0x793d,23.0,4.7,12.321214,76.621094,12.401214,76.701094,17:40,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Urban,29
0x5931,31.0,4.9,26.913483,75.803139,26.953483,75.843139,15:30,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,,28
0x5436,29.0,4.4,12.934365,77.616155,13.024365,77.706155,19:30,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31
0x59b2,34.0,4.9,18.563934,73.915367,18.613934,73.965367,23:55,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15
0x1796,30.0,4.1,12.949934,77.699386,12.959934,77.709386,11:35,Stormy,High,2,Meal,motorcycle,1.0,No,Metropolitian,33
